id_evento,data_evento,nome_evento,cidade_evento,estado_evento,categoria_evento
342,2025-12-06,KTR – Kailash Trail Run Ilhabela 2025,Ilhabela,SP,NaN
343,2025-12-06,Festival Canta Mutuípe,Mutuípe,BA,NaN
344,2025-12-06,BH Tech Week 2025,Belo Horizonte,MG,NaN
345,2025-12-06,4º Festival Gastronômico do Sertão do Pajeú,Serra Talhada,PE,NaN
346,2025-12-06,3° Encontro de Carros Antigos,Santarém,PA,NaN
347,2025-12-05,Sax ao Luar,Camocim,CE,NaN
348,2025-12-04,"Buena Vista Soul, Jazz & Blues Festival 2025",Belo Horizonte,MG,NaN
349,2025-12-02,FestVale 2025 1º Edição,Altaneira,CE,NaN
350,2025-12-01,PORTO ALEGRE EM CENA,Porto Alegre,RS,NaN
351,2025-11-30,VILA DO NATAL ENCANTADO,Colinas do Tocantins,TO,Comercial ou Promocional
352,2025-11-30,Romaria de Ordenação do Padre Cícero,Juazeiro do Norte,CE,NaN
353,2025-11-30,ROTA GEOTURÍSTICA,Marabá,PA,NaN
354,2025-11-30,RACHA NA ARENA FESTIVAL DE BREAKING,São Paulo,SP,Artístico/Cultural/Folclórico
355,2025-11-30,Natal de Luzes de Sulina PR,Sulina,PR,NaN
356,2025-11-30,Ironman 70.3 Aracaju - Sergipe 2025,Aracaju,SE,Esportivo
357,2025-11-30,FESTA DE NOSSA SENHORA DO PATROCÍNIO,São Fernando,RN,Religioso
358,2025-11-30,Exposição Terreno Baldio de Claudia Hamerski,Florianópolis,SC,NaN
359,2025-11-30,ENCONTRO NORDESTINO DE XAXADO,Serra Talhada,PE,NaN
360,2025-11-30,CORRIDA DO JERICO,Igarassu,PE,NaN
361,2025-11-30,CIRCUITO DE CORRIDA CORRER E CAMINHAR NA NATUREZA - VARGEM GRANDE,Natividade da Serra,SP,Esportivo
362,2025-11-30,Beer Mile: A Corrida da Cerveja - Edição São Roque⠀,São Roque,SP,Esportivo
363,2025-11-30,Baturité Food Festival,Baturité,CE,NaN
364,2025-11-30,Aniversário Caucaia do Alto,Caucaia do Alto,SP,NaN
365,2025-11-30,Abertura temporada de Baleias,Arraial do Cabo,RJ,Científico ou Técnico
366,2025-11-29,X TERRA BÚZIOS,Armação dos Búzios,RJ,Esportivo
367,2025-11-29,NOITE DOS MUSEUS,Porto Alegre,RS,NaN
368,2025-11-29,Festival Gastronômico do Pêlo,Angicos,RN,NaN
369,2025-11-29,Festival Canção da Transamazônica (FECANT),Altamira,PA,Artístico/Cultural/Folclórico
370,2025-11-29,Aracy em festa,São Carlos,SP,NaN
371,2025-11-29,1ª FICC feira internacional do Café Conilon de Jaguare,Jaguaré,ES,NaN
372,2025-11-28,SUSTENTARE-WIPIS 2025,Campinas,SP,NaN
373,2025-11-28,FIFT Brasil Festival de Filmes Turísticos,São Paulo,SP,NaN
374,2025-11-27,Festa de Nossa Senhora das Graças,Florânia,RN,Religioso
375,2025-11-27,FESTA DA PADROEIRA NOSSA SENHORA DAS GRAÇAS,Baraúna,RN,NaN
376,2025-11-26,Novena Padroeiro Senhor Bom Jesus dos Navegantes,Camocim,CE,NaN
377,2025-11-25,Festa de 72 anos de Emancipação Política da Cidade de Monte Alegre ...,Monte Alegre de Sergipe,SE,Artístico/Cultural/Folclórico
378,2025-11-24,Festival do Pirarucu,Santarém,PA,NaN
379,2025-11-24,FESTIVAL DO AÇAI LIMOEIRENSE,Limoeiro do Ajuru,PA,NaN
380,2025-11-23,XVI Festival Brasileiro das Aves Migratórias,Mostardas,RS,NaN
381,2025-11-23,Vieni Vivere la Vita Festival - 6ª Edição,Monte Belo do Sul,RS,NaN
382,2025-11-23,VIVA MOTOCROSS ARAPIRACA,Arapiraca,AL,NaN
383,2025-11-23,Ultra Trail Chapada Diamantina,Mucugê,BA,Esportivo
384,2025-11-23,Ubuntu – Festa da Cultura Afro-brasileira,Petrópolis,RJ,Artístico/Cultural/Folclórico
385,2025-11-23,Travessia João Moreno,Vila Velha,ES,Esportivo
386,2025-11-23,Iê Viva meu Deus Zumbi Vive,Uberaba,MG,NaN
387,2025-11-23,Festival do Orgulho Negro,Amparo,SP,Social/Cívico/Histórico
388,2025-11-23,Festival Jardim Cultural,Belo Jardim,PE,Artístico/Cultural/Folclórico
389,2025-11-23,Festa de Nossa Senhora da Escada,Guararema,SP,Religioso
390,2025-11-23,FenaMassa,Antônio Prado,RS,NaN
391,2025-11-23,Fatecon HQS,São Roque,SP,Artístico/Cultural/Folclórico
392,2025-11-23,FESTA DA CONSCIÊNCIA NEGRA,Viana,ES,NaN
393,2025-11-23,Exposição de veículos antigos e especiais de Campo Largo,Campo Largo,PR,Comercial ou Promocional
394,2025-11-23,Campeonato Nacinal de Bandas e Fanfarras,Amparo,SP,NaN
395,2025-11-23,CAMPEONATO BRASILEIRO DE CANOAGEM SLALON,Tomazina,PR,Esportivo
396,2025-11-23,AVENTURA NA NATUREZA,Aparecida do Taboado,MS,NaN
397,2025-11-23,85ª Festa das Flores,Joinville,SC,Artístico/Cultural/Folclórico
398,2025-11-23,39º Festival da Jabuticaba em Sabará/MG,Sabará,MG,NaN
399,2025-11-23,18° Parada Internacional da Diversidade de Uruguaiana RS,Uruguaiana,RS,NaN
400,2025-11-23,17º Festival Estadual de Bandas Marciais e Musicais,Cachoeira do Sul,RS,NaN
401,2025-11-22,Mississipi Delta Blues Festival,Caxias do Sul,RS,NaN
402,2025-11-22,LANÇAMENTO NATAL,Paraíso do Tocantins,TO,Outro
403,2025-11-22,CORRIDA LUZES DA CIDADE 2025,Vila Velha,ES,NaN
404,2025-11-22,Brilho de Natal,Arraial do Cabo,RJ,Artístico/Cultural/Folclórico
405,2025-11-22,Boas Vindas Cruzeiro INSIGNIA,Santarém,PA,NaN
406,2025-11-20,SEXTA CULTURAL,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
407,2025-11-20,FESTIVAL DA CONSCIÊNCIA NEGRA,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
408,2025-11-20,FESTA DO DIA DA CONSCIÊNCIA NEGRA,Igarassu,PE,NaN
409,2025-11-20,Dia da Consciência Negra,São Desidério,BA,Social/Cívico/Histórico
410,2025-11-20,DIA DE SÃO FÉLIX DE VALOIS,Marabá,PA,NaN
411,2025-11-20,Consciência Negra,Praia Grande,SP,NaN
412,2025-11-20,Celebração Afro-Brasileira de Itu,Itu,SP,NaN
413,2025-11-20,CORRIDA JERONIMO KIDS,Natividade da Serra,SP,Esportivo
414,2025-11-20,CONSCIENCIA NEGRAW,Armação dos Búzios,RJ,Artístico/Cultural/Folclórico
415,2025-11-20,BALÉ MUNICIPAL FRAGMENTOS DO ENCANTO - O REINO SEGRETO DAS FADAS,Fronteira,MG,NaN
416,2025-11-20,Afro Pinhal – Dia da Consciência Negra,Pinhalzinho,SP,NaN
417,2025-11-20,4º DIA DE AQUILOMBAR - SEMANA DA CONSCIÊNCIA NEGRA,Viana,ES,NaN
418,2025-11-19,ESPETÁCULO ESCOLA DE ARTES,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
419,2025-11-17,Sicoob Mons Ultra Trail,Nova Trento,SC,NaN
420,2025-11-17,Festival do Charutinho,Santarém,PA,NaN
421,2025-11-16,XV Festival do Pirarucu,Santarém,PA,NaN
422,2025-11-16,V Caminho do Santuário,Anchieta,ES,Religioso
423,2025-11-16,TAÇA LACHMANN VELA,Armação dos Búzios,RJ,Esportivo
424,2025-11-16,Super Stakes ANCR 2025,Avaré,SP,NaN
425,2025-11-16,RAIZES DO BREJO,Dona Inês,PB,NaN
426,2025-11-16,OFF ROAD RUN - 13ª edição,Niterói,RJ,NaN
427,2025-11-16,IV ENCONTRO DE CARROS ANTIGOS E REBAIXADOS DE CAMOCIM,Camocim,CE,NaN
428,2025-11-16,Festival dos Melhores Vinhos,Flores da Cunha,RS,NaN
429,2025-11-16,Festival do Mexilhão,Caraguatatuba,SP,NaN
430,2025-11-16,Festa de São Manuel 2025,Marco,CE,NaN
431,2025-11-16,FTB Piauí,Teresina,PI,NaN
432,2025-11-16,FESTIVAL DO AÇAÍ DE BELÉM DO PARÁ,Belém,PA,Artístico/Cultural/Folclórico
433,2025-11-16,FEIRA DO LIVRO,Porto Alegre,RS,NaN
434,2025-11-16,Círio de Nossa Senhora de Nazaré,Maracanã,PA,NaN
435,2025-11-16,Circuito Gastronomico Rota do Tambaqui,Ariquemes,RO,NaN
436,2025-11-16,9º Encontro  de Carros Antigos de Araçatuba,Araçatuba,SP,NaN
437,2025-11-16,3º Encontro de Carros Antigos,Limeira do Oeste,MG,NaN
438,2025-11-16,35ª Schützenfest,Jaraguá do Sul,SC,Artístico/Cultural/Folclórico
439,2025-11-16,2º Rodeio Crioulo - CTG Bonifácio Gomes,Cachoeira do Sul,RS,NaN
440,2025-11-16,16° Parada do Orgulho LGBT de São Vicente SP,São Vicente,SP,NaN
441,2025-11-15,November Fest,Lucas do Rio Verde,MT,Artístico/Cultural/Folclórico
442,2025-11-15,FESTIVAL GASTRONOMICO,Tomazina,PR,Gastronômico
443,2025-11-15,500 Milhas Rental KGV,Cotia,SP,NaN
444,2025-11-15,30º ANIVERSÁRIO POLITICO ADMINISTRATIVO DA CIDADE DE ARMAÇÃO DOS B...,Armação dos Búzios,RJ,Social/Cívico/Histórico
445,2025-11-15,30ª Vigília do Canto Gaúcho,Cachoeira do Sul,RS,NaN
446,2025-11-14,Natal Luzes do Sertão,Currais Novos,RN,NaN
447,2025-11-14,Aniversário da Cidade,Santana de Parnaíba,SP,Social/Cívico/Histórico
448,2025-11-12,Festival de Praia,Três Lagoas,MS,Esportivo
449,2025-11-11,Aniversário da cidade,Alvorada,TO,NaN
450,2025-11-11,22° Festa do peão de Anaurilândia,Anaurilândia,MS,NaN
451,2025-11-11,13º Festival de Teatro Estudantil - Vasco Barioni,São Roque,SP,Artístico/Cultural/Folclórico
452,2025-11-10,Sul Beleza,Novo Hamburgo,RS,Comercial ou Promocional
453,2025-11-10,Semana do Congo de Vila Velha,Vila Velha,ES,NaN
454,2025-11-10,FESTIVAL CANÇÕES E SABORES DO SERTÃO,Pão de Açúcar,AL,NaN
455,2025-11-09,Travessia do Canal de Ilhabela 3.8K 2025,Ilhabela,SP,NaN
456,2025-11-09,TRILHA DO SACI - VARGEM GRANDE,Natividade da Serra,SP,Esportivo
457,2025-11-09,Festival do Açaí é Feira do Agronegócio,Igarapé-Miri,PA,NaN
458,2025-11-09,Festival de Gastronomia e Cultura de Aracati,Aracati,CE,NaN
459,2025-11-09,Festa das Nações,Cotia,SP,NaN
460,2025-11-09,Feira Gastronômica de Santarém,Santarém,PA,NaN
461,2025-11-09,EXPOALTA,Altamira,PA,Rural
462,2025-11-09,Aniversário da Cidade,Miranorte,TO,NaN
463,2025-11-09,3º Festival de Frutos do Mar de Arraial do Cabo,Arraial do Cabo,RJ,Gastronômico
464,2025-11-09,20º Salão do Artesanato,Brasília,DF,NaN
465,2025-11-08,Sábado de Sol | Última observação do ano,São Paulo,SP,NaN
466,2025-11-08,Sunset na Balsa,Camocim,CE,NaN
467,2025-11-08,FESTIVAL NACIONAL DE MUSICA POPULAR BRASILEIRA,Ilha Solteira,SP,NaN
468,2025-11-08,EXPOFERR SHOW 2025,Boa Vista,RR,NaN
469,2025-11-07,Semana Internacional do Café,Belo Horizonte,MG,NaN
470,2025-11-07,Garibaldi,Garibaldi,RS,NaN
471,2025-11-06,Connect Summit,Santa Rita do Sapucaí,MG,NaN
472,2025-11-04,Aniversário da Cidade,São Carlos,SP,NaN
473,2025-11-02,TRADICIONAL MISSA DE FINADOS,Paraíso do Tocantins,TO,Religioso
474,2025-11-02,Romaria de Finados,Juazeiro do Norte,CE,NaN
475,2025-11-02,Festival do Açai,Santarém,PA,NaN
476,2025-11-02,EXPOHUMA - Exposição Agropecuária de Humaitá/AM,Humaitá,AM,Comercial ou Promocional
477,2025-11-02,CORRIDA NOVEMBRO AZUL HEVV,Vila Velha,ES,NaN
478,2025-11-02,6° FLIPF - Festa Literária Internacional da Praia do Forte,Mata de São João,BA,NaN
479,2025-11-01,Copa São Paulo Bradesco de Kart KGV,Cotia,SP,NaN
480,2025-11-01,Aracaju Moto Fest 2025,Aracaju,SE,Artístico/Cultural/Folclórico
481,2025-10-31,XV Congresso Brasileiro de Direito das Famílias e Sucessões do IBDFA...,Belo Horizonte,MG,NaN
482,2025-10-31,Visitamento de baleias,Ilhéus,BA,NaN
483,2025-10-31,Festa do Servidor,Cotia,SP,NaN
484,2025-10-31,FESTA DO DIA DA CONSCIÊNCIA EVANGÉLICA,Igarassu,PE,NaN
485,2025-10-31,FESTA DO COCO,Igarassu,PE,NaN
486,2025-10-31,DIA DO EVANGELICO,Colinas do Tocantins,TO,Religioso
487,2025-10-31,Cinema Científico | Os Outros (2001),São Paulo,SP,NaN
488,2025-10-30,27º ENACOR/50ª RAPv/6ª ExpoEnacorRapv,Belo Horizonte,MG,NaN
489,2025-10-28,DIA DO SERVIDOR PÚBLICO,Fernando Pedroza,RN,Outro
490,2025-10-28,Bailes da Melhor Idade - Especial de Halloween,São Roque,SP,Artístico/Cultural/Folclórico
491,2025-10-27,aniversario da cidade,Holambra,SP,Artístico/Cultural/Folclórico
492,2025-10-27,FESTA DE EMANCIPAÇÃO POLITICA DE MACAIBA,Macaíba,RN,NaN
493,2025-10-26,Trilha do Raid Alenquer-Curuá,Alenquer,PA,NaN
494,2025-10-26,Tour da Florada do Kiwi,Balsa Nova,PR,NaN
495,2025-10-26,Parada LGBTQIAPN+ de Jundiaí,Jundiaí,SP,NaN
496,2025-10-26,Oktoberaba,Uberaba,MG,NaN
497,2025-10-26,JF Sabor,Juiz de Fora,MG,NaN
498,2025-10-26,Festival Gastronômico e Cultural da Lagosta,Pitimbu,PB,NaN
499,2025-10-26,Festival Expomix Brasil,Brasília,DF,NaN
500,2025-10-26,Festança Caiçara,Ilha Comprida,SP,NaN
501,2025-10-26,Festa de Frei Galvão,Guaratinguetá,SP,NaN
502,2025-10-26,Festa Nordestina,Cotia,SP,NaN
503,2025-10-26,FESTA DO TROPEIRO DO BAIRRO ALTO,Natividade da Serra,SP,Rural
504,2025-10-26,FESTA DE CRUZ,Igarassu,PE,NaN
505,2025-10-26,Encontro Anual de Carros Antigos de Jaguariúna,Jaguariúna,SP,NaN
506,2025-10-26,Eco Festival do Peixe-boi,Novo Airão,AM,Artístico/Cultural/Folclórico
507,2025-10-26,ETM - Encerramento de Temporada de Montanha - Vozes da Mantiqueira,Cruzeiro,SP,NaN
508,2025-10-26,Aniversario de Igarapé-Açu 119 anos,Igarapé-Açu,PA,NaN
509,2025-10-26,AIRVENTURE 2025,Igarassu,PE,NaN
510,2025-10-26,40ª Oktoberfest Blumenau,Blumenau,SC,Artístico/Cultural/Folclórico
511,2025-10-26,13° Meia maratona Tribuna - Praia Grande,Praia Grande,SP,NaN
512,2025-10-25,XC RUN,Armação dos Búzios,RJ,Esportivo
513,2025-10-25,Semana Cultural De Pescaria Brava,Pescaria Brava,SC,NaN
514,2025-10-25,RAID CURUÁ -ALENQUER CURUÁ,Curuá,PA,NaN
515,2025-10-25,Oktober Gravatá,Gravatá,PE,NaN
516,2025-10-25,O Semana Cultural de Pescaria Brava,Pescaria Brava,SC,NaN
517,2025-10-25,I Semana Cultural de Pescaria Brava,Pescaria Brava,SC,NaN
518,2025-10-25,Final do Campeonato Capixaba de Enduro de Regularidade,Jaguaré,ES,Esportivo
519,2025-10-25,Festival dos Campeões,Campina das Missões,RS,NaN
520,2025-10-25,Catatau - Festival de Artes para Criança,São Roque,SP,Artístico/Cultural/Folclórico
521,2025-10-25,Anime Festival BH,Belo Horizonte,MG,NaN
522,2025-10-25,8ª Caminhada na Natureza Paraná - Circuito das Colônias Polonesas,Campo Largo,PR,Rural
523,2025-10-24,Fivel 2025 - Feira Industrial do Vale da Eletrônica,Santa Rita do Sapucaí,MG,NaN
524,2025-10-23,Superminas Food Show,Belo Horizonte,MG,NaN
525,2025-10-23,SEXTA CULTURAL,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
526,2025-10-23,FENACOM 2025 - A MAIOR FEIRA DA CONSTRUÇÃO CIVIL DE SANTA CATARINA,Joinville,SC,Científico ou Técnico
527,2025-10-23,DESFILE CÍVICO ANIVERSÁRIO DA CIDADE,Paraíso do Tocantins,TO,Social/Cívico/Histórico
778,2025-09-08,POLO CULTURA VIVA,Serra Talhada,PE,NaN
528,2025-10-22,SHOW DO ANIVERSÁRIO DA CIDADE,Paraíso do Tocantins,TO,Social/Cívico/Histórico
529,2025-10-22,"FEIRA DE EMPREENDEDORISMO, INOVAÇÃO E NEGÓCIOS DE IGARASSU (FENIG)",Igarassu,PE,NaN
530,2025-10-21,DIA DO EVANGÉLICO - SHOW GOSPEL,Paraíso do Tocantins,TO,Religioso
531,2025-10-21,4º Fórum de Turismo - RT Negócios e Cultura,Caieiras,SP,NaN
532,2025-10-20,Festival do açaí limoeirense,Limoeiro do Ajuru,PA,Artístico/Cultural/Folclórico
533,2025-10-20,FESTA DE SÃO FRANCISCO DE ASSIS,Igarassu,PE,NaN
534,2025-10-19,X Olimpíadas de Pingo D'Água -MG,Pingo-D'Água,MG,NaN
535,2025-10-19,Parada LGBTQIAPN+,Amparo,SP,Social/Cívico/Histórico
536,2025-10-19,Oktoberfest Francisco Beltrão 2025,Francisco Beltrão,PR,NaN
537,2025-10-19,MEIA MARATONA DE VILA VELHA,Vila Velha,ES,NaN
538,2025-10-19,Festival de Cultura e Gastronomia,Gramado,RS,NaN
539,2025-10-19,Festival de Canto Coral em Gramado,Gramado,RS,Artístico/Cultural/Folclórico
540,2025-10-19,Festival de Boi Bumba da Ilha do Marajó,São Sebastião da Boa Vista,PA,NaN
541,2025-10-19,Festival Gastronomico de aniversário de Ariquemes,Ariquemes,RO,NaN
542,2025-10-19,Festival Capixaba de Frutos do Mar de Iriri,Anchieta,ES,NaN
543,2025-10-19,Festa de Nossa Senhora das Dores,Salgadinho,PE,NaN
544,2025-10-19,Festa da Padroeira,Arraial do Cabo,RJ,Religioso
545,2025-10-19,FESTIVAL GASTRONÔMICO E CULTURAL DE PRADO,Prado,BA,NaN
546,2025-10-19,FESTA DE SANTA EDVIGES - BAIRRO DOS DIAS,Natividade da Serra,SP,Religioso
547,2025-10-19,Expofest Ijuí- Exposição Festa Internacional das Etnias,Ijuí,RS,NaN
548,2025-10-19,EFAPI 2025 - EFAPI DO BRASIL,Chapecó,SC,NaN
549,2025-10-19,Domingo de Lazer Alusivo ao dia das Crianças,Santarém,PA,NaN
550,2025-10-19,CÍRIO DE MARABÁ,Marabá,PA,NaN
551,2025-10-19,Corrida Rústica de Barco,Jaguaré,ES,Ecoturismo
552,2025-10-19,CORRIDA DAS FLORES,Holambra,SP,Esportivo
553,2025-10-19,Aerofest Igarassu,Igarassu,PE,NaN
554,2025-10-19,38ª Fenarreco - Festa Nacional do Marreco,Brusque,SC,NaN
555,2025-10-19,21 K de Pipa,Pipa,RN,Esportivo
556,2025-10-19,15ª etapa do 8º Circuito Regional de Cicloturismo - Santa Terezinha ...,Santa Terezinha de Itaipu,PR,Esportivo
557,2025-10-18,TORNEIO DE PESCA ESPORTIVA DE TUCUNARÉ - TUCUNA FREE,Aparecida do Taboado,MS,Esportivo
558,2025-10-18,São Roque Fest 2025,São Roque,SP,Artístico/Cultural/Folclórico
559,2025-10-18,Física para Todos | Premiação da OBFEP + Show de Física,São Paulo,SP,NaN
560,2025-10-18,Festival Gastronômico de Cruz: Nas Ondas do Caju,Cruz,CE,NaN
561,2025-10-18,Festa de Nossa Senhora do Rosário,Pirpirituba,PB,NaN
562,2025-10-18,FESTIVAL GASTRONOMICO DE TILAPIA,Aparecida do Taboado,MS,Gastronômico
563,2025-10-18,Dia do Evangélico,Angicos,RN,NaN
564,2025-10-18,4º GRAVATÁ MOTOFEST,Gravatá,PE,Artístico/Cultural/Folclórico
565,2025-10-17,Oficina de Edição: Mulheres Latinoamericanas na Ciência,São Paulo,SP,NaN
566,2025-10-17,MERCOPAR,Caxias do Sul,RS,NaN
567,2025-10-17,I SIMPOSIO NORTE E NORDESTE DE CIENCIAS E TECNOLOGIA QUANTICA APLICADA,Camocim,CE,NaN
568,2025-10-16,Emancipação Politica de Capela,Capela,AL,NaN
569,2025-10-15,Outubro Criança,Praia Grande,SP,NaN
570,2025-10-15,EcoSummit -= Ecoturismo e Inovação,Praia Grande,SC,NaN
571,2025-10-15,Boas vindas Cruzeiro SEABOURN VENTURE,Santarém,PA,NaN
572,2025-10-12,VII Festival de Balonismo,Bento Gonçalves,RS,NaN
573,2025-10-12,VI Edição do Festival do Caranguejo de Aquiraz,Aquiraz,CE,Gastronômico
574,2025-10-12,SEMANA CULTURAL VIVA DELMIRO GOUVEIA,Delmiro Gouveia,AL,NaN
575,2025-10-12,Prova do Laço Comprido,Paranapanema,SP,NaN
576,2025-10-12,Nova Oktoberfest,Nova Petrópolis,RS,NaN
577,2025-10-12,NOVENA NOSSA SENHORA APARECIDA,Colinas do Tocantins,TO,Religioso
578,2025-10-12,Festival da Batata,Ouro Branco,MG,NaN
579,2025-10-12,Festival Nordestino de Quirinópolis - GO,Quirinópolis,GO,NaN
580,2025-10-12,Festa em Louvor a Nossa Senhora Aparecida,Limeira do Oeste,MG,NaN
581,2025-10-12,Festa de Nossa Senhora do Rosário,Jupi,PE,NaN
582,2025-10-12,Feira Gastronômica Santarém,Santarém,PA,NaN
583,2025-10-12,FESTIVAL DE FORRÓ DA CHAPADA,Mucugê,BA,Artístico/Cultural/Folclórico
584,2025-10-12,FESTA DE NOSSA SENHORA DE FÁTIMA,Igarassu,PE,NaN
585,2025-10-12,FESTA DAS CRIANÇAS,Igarassu,PE,NaN
586,2025-10-12,Dia das Crianças,São Desidério,BA,Artístico/Cultural/Folclórico
587,2025-10-12,DIAS DAS CRIANÇAS,Armação dos Búzios,RJ,Artístico/Cultural/Folclórico
588,2025-10-12,Criança Alegre,São Roque,SP,Social/Cívico/Histórico
589,2025-10-12,Corrida Herois do Fogo,Vila Velha,ES,Esportivo
590,2025-10-12,Caminho da Fé - Rota de Nossa Senhora Aparecida,Abelardo Luz,SC,NaN
591,2025-10-12,CORRIDA HERÓIS DO FOGO,Vila Velha,ES,NaN
592,2025-10-12,48º Romaria de Nossa Senhora Aparecida de Campos Novos,Campos Novos,SC,NaN
593,2025-10-12,33ª Festa do Imigrante,Timbó,SC,Artístico/Cultural/Folclórico
594,2025-10-12,1º Festival do Milho e Festival Eu amo chocolate,Amparo,SP,NaN
595,2025-10-12,1º Festival do Milho Verde e Festival Eu amo Chocolate,Amparo,SP,NaN
596,2025-10-12,11ª FEARG (FEIRA AGRORURAL E TURÍSTICA DE GRAVATAÍ),Gravataí,RS,Rural
597,2025-10-12,"FAPIC (FEIRA AGROPECUÁRIA, INDUSTRIAL E COMERCIAL)",Ilha Solteira,SP,NaN
598,2025-10-12,"EXPOMED 2025 - Exposição Tecnológica, Empresarial e do Agronegócio...",Medianeira,PR,NaN
599,2025-10-11,celebração das crianças,Holambra,SP,Comercial ou Promocional
600,2025-10-11,São Roque Fest 2025,São Roque,SP,Artístico/Cultural/Folclórico
601,2025-10-11,PROJETE,Santa Rita do Sapucaí,MG,NaN
602,2025-10-11,Oktoberfest de Sulina PR,Sulina,PR,Artístico/Cultural/Folclórico
603,2025-10-11,Motofest Tianguá,Tianguá,CE,NaN
604,2025-10-11,Expo CIEE 2025,São Paulo,SP,Comercial ou Promocional
605,2025-10-11,DIA DAS CRIANÇAS NO PARQUE,Paraíso do Tocantins,TO,Outro
606,2025-10-10,SEXTA CULTURAL,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
607,2025-10-10,METARLUGIA 2025,Joinville,SC,Científico ou Técnico
608,2025-10-10,Festival de Forro da Chapada Diamantina,Mucugê,BA,Artístico/Cultural/Folclórico
609,2025-10-10,FESTA DO PRODUTOR RURAL COM A TRADICIONAL MISSA SERTANEJA,Paraíso do Tocantins,TO,Rural
610,2025-10-10,40ª Feira do Livro,Cachoeira do Sul,RS,NaN
611,2025-10-10,39º Congresso Brasileiro de Direito Administrativo,Belo Horizonte,MG,NaN
612,2025-10-10,2º CONGRESSO INTERNACIONAL DE RESÍDUOS E SANEAMENTO,Armação dos Búzios,RJ,Científico ou Técnico
613,2025-10-08,2º Encontro de Turismo de Campo Largo,Campo Largo,PR,Científico ou Técnico
614,2025-10-07,Festa da Padroeira Nossa Senhora do Rosário,Alto do Rodrigues,RN,NaN
615,2025-10-05,Romaria de São Francisco,Juazeiro do Norte,CE,NaN
616,2025-10-05,Mundial de Beach Tennis - BT 400 Sul Special Cup,Viamão,RS,Esportivo
617,2025-10-05,Festival Gastronômico,Itupeva,SP,NaN
618,2025-10-05,Festival Gastronômico e Cultural de Uberaba,Uberaba,MG,NaN
619,2025-10-05,Campeonato Municipal de Pesca Esportiva 2° etapa,Jaguaré,ES,Esportivo
620,2025-10-05,75ª FEAPEC - Feira Agropecuária de Cachoeira do Sul,Cachoeira do Sul,RS,Rural
621,2025-10-05,75ª FEAPEC - Feira Agropecuária de Cachoeira do Sul,Cachoeira do Sul,RS,NaN
622,2025-10-05,3° Open CABPP - Campeonato Nacional de Paramotor e Paratrike,Paranapanema,SP,NaN
623,2025-10-05,17º Festival de Rabetas - Vila Nazaré de Patos - Breu Branco/PA,Breu Branco,PA,NaN
624,2025-10-04,Vila Velha Motofest,Vila Velha,ES,Esportivo
625,2025-10-04,Festa de São Francisco,Canindé,CE,Religioso
626,2025-10-04,Festa de São Francisco,Camocim,CE,NaN
627,2025-10-04,Festa de São Francisco de Assis,Lagoa Nova,RN,NaN
628,2025-10-04,FEST VERÃO PIRIAENSE,Nova Esperança do Piriá,PA,NaN
629,2025-10-03,Sunset na Balsa,Camocim,CE,NaN
630,2025-10-03,SEXTA CULTURAL,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
631,2025-10-03,FAITEC,Santa Rita do Sapucaí,MG,NaN
632,2025-10-03,18º Congresso de Revendedores de Combustíveis de Minas,Belo Horizonte,MG,NaN
633,2025-10-03,"Espetáculo Teatral Francisco, o homem que se tornou Santo",Fortaleza,CE,NaN
634,2025-10-01,DIA MUNICIPAL DO CATÓLICO,Miracema do Tocantins,TO,Religioso
635,2025-09-30,SETEMBRO CIDADÃO,Fernando Pedroza,RN,Social/Cívico/Histórico
636,2025-09-30,Festival de Cultura,Itapeva,MG,NaN
637,2025-09-30,AUTO DA LIBERDADE,Mossoró,RN,Social/Cívico/Histórico
638,2025-09-29,Festa de São Miguel Arcanjo,São Miguel Arcanjo,SP,NaN
639,2025-09-29,EXPOFLORA,Holambra,SP,Artístico/Cultural/Folclórico
640,2025-09-29,Devoção a São Miguel Arcanjo,Jandaíra,BA,NaN
641,2025-09-29,Aniversario do Município,Camocim,CE,NaN
642,2025-09-28,XXX Festa da Pesca ao Tucunaré,Nhamundá,AM,Artístico/Cultural/Folclórico
643,2025-09-28,Visitação Ateliê Kobra,Itu,SP,NaN
644,2025-09-28,Teatro - Cia Lazara - Peça Doroteia,Amparo,SP,NaN
645,2025-09-28,TRANSFORMA PRIDE,Recife,PE,NaN
646,2025-09-28,Realização do Festival do Pirarucu no município de Cutias/AP.,Cutias,AP,NaN
647,2025-09-28,Iº Camocim Extreme,Camocim,CE,NaN
648,2025-09-28,FIC- 1° Feira Internacional do Café em Jaguaré,Jaguaré,ES,Comercial ou Promocional
649,2025-09-28,FESTA SANTA CRUZ - BAIRRO DO SELADO,Natividade da Serra,SP,Religioso
